city,latitude,longitude,date,PM2_5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,wind_dir,dist_to_road,dist_to_industry,dist_to_farm,fire_nearby,is_festival_day,festival_name,is_election_period,is_sports_event,pollution_source
Pune,18.527129,73.830733,2022-01-30,47.72,112.21,44.77,22.5,1.385,20.59,26.2,64.22,5.04,219.8,2.154,1.407,7.203,0,0,None,0,0,vehicular
Guwahati,26.157085,91.724411,2022-01-30,99.31,57.63,46.98,23.23,1.0,34.23,31.53,67.08,0.93,171.69,1.164,0.067,4.191,0,0,None,0,0,agricultural
Lucknow,26.85604,80.931521,2022-01-30,67.2,67.91,39.71,25.56,1.0,53.01,27.94,48.95,5.93,99.99,0.41,8.082,2.612,0,0,None,0,0,vehicular
Kanpur,26.458554,80.333545,2022-01-30,58.79,32.59,39.01,25.03,1.521,33.3,25.19,70.27,3.66,279.78,0.717,0.092,3.361,0,0,None,0,0,vehicular
Delhi,28.593784,77.217093,2022-01-31,80.88,129.27,22.39,25.32,1.906,33.52,15.89,53.65,1.47,224.17,0.983,0.524,3.323,0,0,None,0,0,vehicular
Mumbai,19.075717,72.898302,2022-01-31,78.35,116.34,47.24,38.13,1.452,27.32,26.3,29.73,3.34,243.18,0.499,0.333,3.417,0,0,None,0,0,fire_crackers
Chennai,13.080808,80.28427,2022-01-31,1.0,120.59,50.35,33.76,1.0,30.77,27.76,92.09,1.81,221.24,0.744,4.242,2.64,0,0,None,0,0,waste
Kolkata,22.55471,88.356782,2022-01-31,62.36,235.22,81.09,10.75,1.0,24.04,23.92,77.27,3.52,127.37,1.876,3.15,1.596,0,0,None,0,0,industrial
Bengaluru,12.988586,77.607807,2022-01-31,77.93,124.91,6.06,11.99,1.377,18.53,31.2,64.67,4.48,136.21,0.084,0.061,0.852,0,0,None,0,0,industrial
Hyderabad,17.388583,78.49917,2022-01-31,45.46,107.78,6.88,32.04,1.0,34.17,30.08,50.72,4.43,132.72,0.26,0.288,1.605,0,0,None,0,0,vehicular
Pune,18.531552,73.865202,2022-01-31,71.42,150.0,47.68,15.6,1.0,38.84,27.65,40.61,1.99,321.62,0.585,3.378,4.661,0,0,None,0,0,fire_crackers
Guwahati,26.159881,91.728649,2022-01-31,75.55,144.43,4.42,40.51,1.0,28.74,32.4,55.75,2.1,130.94,0.247,2.167,2.715,0,0,None,0,0,agricultural
Lucknow,26.856337,80.961556,2022-01-31,30.08,95.2,20.45,14.44,1.0,46.46,29.02,95.78,3.78,60.64,0.006,0.149,7.979,0,0,None,0,0,agricultural
Kanpur,26.457739,80.320843,2022-01-31,99.93,133.73,22.05,1.0,1.0,42.25,17.19,67.19,2.33,63.34,1.119,3.952,2.122,0,0,None,0,0,vehicular
Delhi,28.619424,77.231166,2022-02-01,88.77,104.39,61.78,10.56,1.0,43.45,17.85,59.37,3.56,280.85,0.401,2.178,1.78,0,0,None,0,0,agricultural
Mumbai,19.072958,72.877468,2022-02-01,62.43,149.53,12.23,13.64,1.204,34.3,35.2,49.79,0.42,16.61,3.072,0.008,2.933,0,0,None,0,0,fire_crackers
Chennai,13.084612,80.280661,2022-02-01,6.45,114.37,48.69,27.53,2.015,21.35,25.86,35.15,2.99,283.12,0.151,4.424,2.193,0,0,None,0,0,vehicular
Kolkata,22.560405,88.366255,2022-02-01,55.02,98.33,27.57,6.58,1.0,39.26,27.18,62.66,1.25,331.49,0.214,0.456,0.157,0,0,None,0,0,waste
Bengaluru,12.976188,77.606174,2022-02-01,62.4,183.78,61.73,22.24,1.519,1.0,33.74,85.57,2.7,158.1,0.808,0.581,12.242,0,0,None,0,0,fire_crackers
Hyderabad,17.375031,78.483901,2022-02-01,68.22,101.35,33.85,14.38,2.161,35.75,26.58,52.87,2.23,111.6,0.764,1.402,1.809,0,0,None,0,0,waste
Pune,18.511464,73.851232,2022-02-01,66.51,177.75,2.5,18.54,1.288,40.67,25.25,75.92,2.81,322.43,0.62,0.071,2.526,0,0,None,0,0,vehicular
Guwahati,26.140896,91.740715,2022-02-01,48.39,146.98,31.18,17.76,1.249,18.53,17.71,53.66,6.58,193.47,2.134,0.72,3.426,0,0,None,0,0,agricultural
Lucknow,26.856123,80.960451,2022-02-01,28.46,142.67,43.86,27.64,1.423,30.82,27.04,39.96,0.61,223.5,1.556,0.309,1.213,0,0,None,0,0,vehicular
Kanpur,26.467648,80.321947,2022-02-01,31.42,32.13,24.64,15.43,1.535,42.44,29.47,92.53,2.47,179.21,0.261,0.664,1.523,0,0,None,0,0,vehicular
Delhi,28.627914,77.241179,2022-02-02,71.95,94.82,63.35,20.79,1.0,37.44,33.59,30.75,4.9,28.02,0.107,4.522,5.198,0,0,None,0,0,industrial
Mumbai,19.087069,72.895837,2022-02-02,49.91,48.83,49.59,4.96,1.152,41.28,20.23,23.94,3.43,304.29,0.888,1.537,5.686,0,0,None,0,0,waste
Chennai,13.074022,80.267273,2022-02-02,78.04,123.36,46.07,19.35,1.495,36.05,40.81,92.81,4.19,141.54,0.21,0.118,6.498,0,0,None,0,0,industrial
Kolkata,22.565927,88.34919,2022-02-02,75.11,139.25,65.21,27.72,1.0,14.29,29.83,76.01,0.54,239.34,1.128,3.178,1.006,0,0,None,0,0,vehicular
Bengaluru,12.984392,77.570347,2022-02-02,65.37,158.33,32.73,13.76,1.199,41.29,16.22,70.4,0.1,119.08,1.549,3.475,0.375,0,0,None,0,0,industrial
Hyderabad,17.376286,78.478321,2022-02-02,15.71,121.83,65.7,23.98,1.0,31.02,12.2,71.4,4.42,304.15,1.873,0.349,2.192,0,0,None,0,0,agricultural
Pune,18.50583,73.832013,2022-02-02,78.27,104.43,28.93,13.24,1.0,22.58,33.43,38.21,3.61,138.91,0.424,0.342,1.806,0,0,None,0,0,vehicular
Guwahati,26.130169,91.740408,2022-02-02,33.91,172.61,62.61,16.1,1.0,9.71,23.87,54.89,2.67,101.86,1.124,4.881,0.135,0,0,None,0,0,industrial
Lucknow,26.830895,80.955862,2022-02-02,27.27,144.42,34.23,34.41,1.197,33.47,33.05,90.13,0.1,129.37,2.121,2.178,1.585,0,0,None,0,0,vehicular
Kanpur,26.432433,80.327805,2022-02-02,78.98,129.17,32.21,40.45,1.0,43.69,31.24,100.0,5.72,70.98,0.562,0.095,2.29,0,0,None,0,0,vehicular
Delhi,28.628743,77.232642,2022-02-03,37.22,59.7,10.95,19.09,1.0,45.77,44.0,81.86,4.81,83.2,1.86,0.524,1.202,0,0,None,0,0,fire_crackers
Mumbai,19.070017,72.866465,2022-02-03,85.05,119.18,1.0,29.64,1.222,29.55,29.55,69.06,2.61,337.31,1.696,3.229,1.008,0,0,None,0,0,vehicular
Chennai,13.070508,80.26404,2022-02-03,65.93,241.38,65.06,12.06,1.445,76.44,30.94,35.08,0.89,318.73,0.265,0.326,3.563,0,0,None,0,0,waste
Kolkata,22.572446,88.358626,2022-02-03,107.44,135.31,11.33,22.47,1.414,31.01,33.66,75.44,2.38,7.4,0.973,5.114,1.321,0,0,None,0,0,fire_crackers
Bengaluru,12.968826,77.586624,2022-02-03,77.22,154.05,1.0,5.19,1.0,33.16,22.73,70.5,2.02,345.9,0.419,2.893,0.762,0,0,None,0,0,fire_crackers
Hyderabad,17.386697,78.495135,2022-02-03,37.78,59.94,40.3,39.52,1.0,18.92,19.16,33.23,3.99,107.43,1.201,0.705,3.41,0,0,None,0,0,vehicular
Pune,18.520587,73.836626,2022-02-03,97.16,101.45,54.31,11.91,1.061,37.89,19.18,36.2,1.89,44.19,1.205,1.298,7.217,0,0,None,0,0,agricultural
Guwahati,26.145415,91.742136,2022-02-03,77.14,90.8,41.62,7.5,1.66,17.33,26.86,26.3,4.99,328.1,0.366,4.492,1.788,0,0,None,0,0,waste
Lucknow,26.850277,80.961689,2022-02-03,116.82,80.47,32.62,14.03,1.459,37.91,24.93,61.14,0.85,158.65,0.253,1.295,1.037,0,0,None,0,0,industrial
Kanpur,26.451522,80.333048,2022-02-03,68.76,80.17,41.37,29.59,1.0,16.04,42.32,52.84,2.74,334.51,3.989,4.262,3.812,0,0,None,0,0,industrial
Delhi,28.590101,77.219247,2022-02-04,50.28,149.17,42.6,12.84,1.0,25.67,30.2,48.18,0.68,301.72,1.874,1.307,7.984,0,0,None,0,0,industrial
Mumbai,19.079321,72.865128,2022-02-04,98.86,2.9,39.68,3.29,1.098,18.97,20.24,45.15,2.02,214.81,0.068,1.568,0.87,0,0,None,0,0,vehicular
Chennai,13.097643,80.25934,2022-02-04,43.14,111.49,29.6,14.62,1.549,25.62,26.95,41.19,3.67,120.38,0.018,1.782,9.739,0,0,None,0,0,industrial
Kolkata,22.566488,88.364359,2022-02-04,32.45,64.78,23.81,23.2,1.0,25.56,21.52,32.52,4.52,127.24,0.846,2.39,7.997,0,0,None,0,0,industrial
Bengaluru,12.972816,77.590849,2022-02-04,58.89,153.66,31.57,23.79,1.731,15.98,31.26,60.93,4.14,268.28,0.304,0.343,2.4,0,0,None,0,0,vehicular
Hyderabad,17.362789,78.488651,2022-02-04,67.43,123.09,46.49,21.7,1.0,22.29,27.09,93.13,1.69,62.51,1.135,3.197,2.008,0,0,None,0,0,vehicular
Pune,18.502762,73.858738,2022-02-04,76.41,218.18,44.2,23.39,1.052,1.0,19.36,82.58,2.75,38.82,0.444,0.946,7.684,0,0,None,0,0,industrial
Guwahati,26.122341,91.741928,2022-02-04,82.37,99.48,66.91,25.1,1.236,32.33,26.53,63.66,2.08,206.12,0.116,0.099,5.692,0,0,None,0,0,vehicular
Lucknow,26.831858,80.969442,2022-02-04,111.54,150.1,72.45,1.0,1.253,45.99,28.84,52.79,3.44,207.56,0.572,1.3,0.484,0,0,None,0,0,vehicular
Kanpur,26.43283,80.323981,2022-02-04,52.49,149.52,17.98,41.31,1.344,39.04,33.37,89.18,4.16,25.55,0.667,1.253,6.372,0,0,None,0,0,fire_crackers
Delhi,28.626514,77.226708,2022-02-05,73.65,86.33,34.81,19.09,1.0,24.63,30.51,56.3,3.95,80.38,0.243,7.046,2.806,0,0,None,0,0,agricultural
Mumbai,19.060885,72.890657,2022-02-05,102.68,42.51,20.44,21.74,2.094,38.3,31.27,68.37,1.36,130.51,0.052,1.293,6.66,0,0,None,0,0,vehicular
Chennai,13.073032,80.264033,2022-02-05,56.76,39.97,51.06,14.83,1.0,21.57,13.23,70.29,3.58,168.56,0.119,0.921,6.961,0,0,None,0,0,vehicular
Kolkata,22.569196,88.354836,2022-02-05,80.29,100.47,34.49,12.28,1.885,7.12,36.96,62.57,2.71,2.66,1.063,1.089,4.028,0,0,None,0,0,vehicular
Bengaluru,12.959121,77.57699,2022-02-05,37.16,146.09,49.4,17.41,1.254,35.99,28.27,59.73,2.22,33.34,0.703,2.041,5.212,0,0,None,0,0,industrial
Hyderabad,17.398934,78.487512,2022-02-05,27.76,149.45,58.43,21.18,1.0,30.13,20.35,56.9,4.97,47.17,0.247,3.439,2.841,0,0,None,0,0,vehicular
Pune,18.508204,73.835446,2022-02-05,94.63,134.2,40.48,12.83,1.182,42.95,26.42,36.65,5.91,115.84,1.283,4.588,4.461,0,0,None,0,0,waste
Guwahati,26.135886,91.711564,2022-02-05,27.04,50.83,1.0,35.54,1.0,10.78,15.62,42.49,2.73,240.7,1.878,1.347,0.003,0,0,None,0,0,fire_crackers
Lucknow,26.846979,80.949581,2022-02-05,73.15,74.1,44.31,21.54,1.26,40.67,25.88,59.85,0.47,74.04,1.557,1.507,2.434,0,0,None,0,0,industrial
Kanpur,26.466719,80.34134,2022-02-05,66.0,206.62,34.71,13.01,2.082,25.59,36.08,41.26,2.25,153.62,0.101,2.384,0.635,0,0,None,0,0,industrial
Delhi,28.600005,77.210112,2022-02-06,57.65,144.97,16.96,25.3,1.0,37.18,21.99,52.14,3.54,165.42,0.517,0.544,11.155,0,0,None,0,0,waste
Mumbai,19.067566,72.864241,2022-02-06,80.47,77.42,36.31,5.83,1.095,43.37,25.56,76.25,4.27,87.58,0.378,0.351,1.521,0,0,None,0,0,industrial
Chennai,13.066271,80.274588,2022-02-06,57.46,109.48,62.56,25.77,1.526,12.75,45.0,63.48,1.38,142.98,0.636,2.242,11.237,0,0,None,0,0,vehicular
Kolkata,22.589225,88.362595,2022-02-06,52.09,103.5,75.26,37.28,1.0,17.12,24.88,48.19,3.41,168.65,0.595,0.432,8.418,0,0,None,0,0,waste
Bengaluru,12.98473,77.6064,2022-02-06,95.63,185.33,59.82,39.83,1.0,35.63,27.48,85.02,2.46,236.05,0.903,4.374,2.57,0,0,None,0,0,waste
Hyderabad,17.387642,78.486763,2022-02-06,30.02,149.05,64.78,5.26,1.757,39.37,24.26,78.48,3.74,208.52,1.097,7.354,0.228,0,0,None,0,0,fire_crackers
Pune,18.508855,73.864314,2022-02-06,110.25,137.28,31.86,19.43,2.097,35.13,35.5,75.47,2.45,217.51,0.2,1.152,0.255,0,0,None,0,0,waste
Guwahati,26.122149,91.712745,2022-02-06,83.49,144.24,52.33,27.59,1.0,14.05,14.36,55.69,3.91,188.26,0.897,0.485,0.544,0,0,None,0,0,industrial
Lucknow,26.835515,80.949034,2022-02-06,43.88,78.54,11.8,8.4,2.003,34.27,24.42,76.98,3.26,198.5,0.103,1.465,0.278,0,0,None,0,0,industrial
Kanpur,26.442118,80.324084,2022-02-06,90.97,1.0,80.71,18.13,1.0,29.52,35.21,50.61,2.51,271.83,0.602,1.614,4.359,0,0,None,0,0,vehicular
Delhi,28.60811,77.218097,2022-02-07,24.56,99.6,40.55,20.75,1.161,38.13,30.02,53.9,2.03,2.14,1.147,1.041,3.035,0,0,None,0,0,waste
Mumbai,19.065151,72.866549,2022-02-07,44.36,175.45,55.7,25.13,1.39,18.28,24.68,86.85,3.6,84.34,0.863,2.154,1.977,0,0,None,0,0,vehicular
Chennai,13.075967,80.259825,2022-02-07,79.35,73.55,3.25,17.84,1.0,47.72,31.82,65.02,1.68,19.79,1.513,0.578,0.542,0,0,None,0,0,waste
Kolkata,22.551193,88.37306,2022-02-07,70.22,69.19,60.34,12.65,1.306,15.74,37.25,45.85,5.55,233.86,0.243,0.493,0.272,0,0,None,0,0,vehicular
Bengaluru,12.963614,77.594624,2022-02-07,96.63,49.68,56.98,16.04,1.0,49.54,28.84,36.64,4.73,89.1,0.685,1.972,6.624,0,0,None,0,0,industrial
Hyderabad,17.383268,78.4695,2022-02-07,104.98,143.3,1.0,41.07,1.29,43.97,31.72,69.57,2.77,342.47,1.387,0.645,0.052,0,0,None,0,0,vehicular
Pune,18.538638,73.834917,2022-02-07,36.96,221.74,40.83,16.58,1.0,33.22,27.44,65.36,1.5,112.98,0.377,6.775,1.36,0,0,None,0,0,waste
Guwahati,26.148928,91.743941,2022-02-07,58.85,167.51,36.07,14.68,1.422,41.27,31.44,53.04,2.41,248.49,3.793,0.539,4.148,0,0,None,0,0,waste
Lucknow,26.869917,80.931789,2022-02-07,51.86,154.13,38.45,25.94,1.0,42.85,23.73,57.03,2.92,144.0,0.102,2.29,1.144,0,0,None,0,0,agricultural
Kanpur,26.463044,80.316133,2022-02-07,55.45,144.94,54.05,19.21,1.0,39.07,36.18,47.22,5.6,212.03,1.065,2.097,1.946,0,0,None,0,0,vehicular
Delhi,28.609854,77.225532,2022-02-08,51.73,142.11,70.52,19.22,1.11,29.17,28.21,66.22,5.51,148.83,0.988,2.311,1.65,0,0,None,0,0,vehicular
Mumbai,19.05652,72.870316,2022-02-08,9.45,94.99,49.91,34.56,2.213,25.37,31.28,31.25,0.1,4.45,2.527,0.086,4.318,0,0,None,0,0,vehicular
Chennai,13.09641,80.273819,2022-02-08,70.42,128.79,12.78,16.93,1.0,27.83,27.04,83.78,3.36,329.39,0.044,1.743,1.589,0,0,None,0,0,vehicular
Kolkata,22.55399,88.365586,2022-02-08,89.36,117.17,23.0,11.58,1.0,32.79,43.08,83.99,3.87,306.51,1.671,4.91,8.177,0,0,None,0,0,vehicular
Bengaluru,12.965247,77.608687,2022-02-08,78.13,122.52,30.14,19.66,1.0,40.16,23.14,57.56,2.49,312.72,0.032,7.228,4.672,0,0,None,0,0,waste
Hyderabad,17.386976,78.484151,2022-02-08,69.21,140.03,29.79,2.18,1.0,43.35,18.09,52.26,0.1,108.61,0.29,0.003,3.466,0,0,None,0,0,vehicular
Pune,18.514338,73.858998,2022-02-08,108.38,105.18,27.82,12.09,1.674,34.46,26.56,58.56,4.36,110.56,2.018,2.763,1.081,0,0,None,0,0,vehicular
Guwahati,26.150931,91.718878,2022-02-08,54.67,168.99,1.0,14.81,1.0,35.57,26.22,63.58,1.93,178.2,1.183,2.03,1.478,0,0,None,0,0,vehicular
Lucknow,26.853046,80.940509,2022-02-08,90.06,181.25,29.42,22.91,1.0,32.97,32.36,67.82,4.59,42.54,0.078,3.25,0.829,0,0,None,0,0,fire_crackers
Kanpur,26.436504,80.310814,2022-02-08,53.31,113.99,60.51,22.09,1.717,17.64,26.67,76.42,0.46,281.25,0.625,4.115,9.254,0,0,None,0,0,waste
Delhi,28.593208,77.224487,2022-02-09,107.12,88.91,82.41,14.32,1.352,13.98,36.08,75.71,0.62,310.03,0.588,0.494,8.167,0,0,None,0,0,agricultural
Mumbai,19.05561,72.869869,2022-02-09,52.49,125.48,35.33,13.25,1.0,46.39,34.73,31.26,1.7,214.18,1.067,5.559,0.505,0,0,None,0,0,vehicular
Chennai,13.098762,80.254411,2022-02-09,34.54,115.34,45.29,22.22,1.375,30.72,32.09,67.38,3.16,6.75,0.895,1.12,0.064,0,0,None,0,0,vehicular
Kolkata,22.560616,88.374489,2022-02-09,78.84,40.96,34.08,1.0,1.0,17.36,21.79,29.86,4.25,197.25,0.651,1.844,2.192,0,0,None,0,0,industrial
Bengaluru,12.953502,77.577978,2022-02-09,42.79,121.55,40.53,37.15,1.324,27.33,36.79,66.14,0.54,39.07,0.315,0.934,1.794,0,0,None,0,0,industrial
Hyderabad,17.362342,78.495312,2022-02-09,74.37,97.16,37.44,31.02,1.577,30.53,27.9,83.08,0.1,141.95,1.479,2.727,1.114,0,0,None,0,0,vehicular
Pune,18.514122,73.847349,2022-02-09,78.44,130.9,52.35,17.24,1.0,23.18,24.9,33.15,1.54,338.42,0.309,3.498,1.24,0,0,None,0,0,agricultural
Guwahati,26.129898,91.733219,2022-02-09,38.82,227.52,9.67,28.91,1.081,23.68,13.96,62.23,3.39,345.14,2.224,0.128,6.625,0,0,None,0,0,agricultural
Lucknow,26.832892,80.941545,2022-02-09,58.46,192.03,7.53,44.56,1.65,20.73,31.63,82.21,2.34,35.57,2.446,1.743,1.29,0,0,None,0,0,agricultural
Kanpur,26.440132,80.338531,2022-02-09,36.98,174.96,82.82,16.43,1.0,16.51,26.28,55.87,3.83,45.88,1.477,4.858,7.953,0,0,None,0,0,vehicular
Delhi,28.626134,77.2341,2022-02-10,35.01,101.68,40.05,30.21,1.0,45.51,27.45,57.6,5.44,137.34,0.048,2.418,6.093,0,0,None,0,0,fire_crackers
Mumbai,19.051089,72.879804,2022-02-10,53.94,163.91,23.82,14.1,2.108,24.57,17.5,65.92,3.04,339.08,0.814,1.705,0.499,0,0,None,0,0,fire_crackers
Chennai,13.09023,80.283178,2022-02-10,60.8,90.41,8.82,17.17,1.49,25.65,31.37,40.95,3.31,101.35,1.709,2.573,1.481,0,0,None,0,0,waste
Kolkata,22.585318,88.369734,2022-02-10,7.26,46.7,46.84,23.03,1.004,58.32,40.2,56.96,2.86,203.31,0.25,1.536,2.565,0,0,None,0,0,fire_crackers
Bengaluru,12.979105,77.595684,2022-02-10,68.39,90.31,81.17,40.69,1.0,37.62,20.62,80.98,2.6,154.81,0.657,1.166,1.939,0,0,None,0,0,vehicular
Hyderabad,17.377581,78.481542,2022-02-10,38.61,118.18,43.48,27.9,1.0,22.32,32.4,67.85,2.63,47.04,0.498,8.209,0.873,0,0,None,0,0,fire_crackers
Pune,18.523719,73.868316,2022-02-10,14.9,111.28,25.0,13.6,1.0,24.73,31.77,85.28,3.3,58.8,0.273,0.977,5.258,0,0,None,0,0,fire_crackers
Guwahati,26.158133,91.748319,2022-02-10,81.23,123.34,10.39,31.69,1.079,45.95,17.88,74.94,4.55,344.1,0.24,1.475,5.293,0,0,None,0,0,vehicular
Lucknow,26.843824,80.93515,2022-02-10,27.73,117.21,25.53,18.94,1.0,13.44,32.06,66.79,0.1,156.79,1.679,4.98,1.94,0,0,None,0,0,vehicular
Kanpur,26.438674,80.316547,2022-02-10,86.46,129.02,61.21,22.16,1.668,30.59,23.96,68.85,2.68,164.42,0.782,4.703,1.012,0,0,None,0,0,industrial
Delhi,28.590492,77.221136,2022-02-11,142.08,107.7,33.0,30.47,1.0,39.83,24.96,35.84,5.69,89.95,0.157,1.735,5.323,0,0,None,0,0,vehicular
Mumbai,19.081605,72.881566,2022-02-11,79.01,201.55,78.09,31.61,1.215,20.97,33.24,73.09,2.63,261.69,0.807,2.692,0.471,0,0,None,0,0,waste
Chennai,13.095617,80.25383,2022-02-11,62.44,57.44,42.69,28.53,1.682,46.29,15.72,47.72,3.32,100.31,1.309,1.492,3.001,0,0,None,0,0,vehicular
Kolkata,22.560243,88.344812,2022-02-11,10.3,131.44,57.34,31.3,1.484,37.45,25.68,90.25,5.7,167.93,1.025,1.033,5.449,0,0,None,0,0,waste
Bengaluru,12.967173,77.60985,2022-02-11,50.75,69.72,26.59,37.68,1.0,41.41,34.99,90.87,2.2,216.27,0.55,1.632,6.855,0,0,None,0,0,agricultural
Hyderabad,17.389112,78.485728,2022-02-11,54.63,94.58,37.57,29.79,1.0,19.98,29.37,35.2,0.85,26.27,1.105,3.832,0.308,0,0,None,0,0,fire_crackers
Pune,18.508524,73.851588,2022-02-11,2.15,131.12,49.82,32.94,1.0,22.68,38.31,47.39,1.65,282.39,2.165,1.5,0.459,0,0,None,0,0,agricultural
Guwahati,26.131373,91.742134,2022-02-11,48.39,109.93,23.01,24.12,1.0,8.62,20.57,47.66,4.21,355.0,0.467,4.471,9.278,0,0,None,0,0,vehicular
Lucknow,26.869074,80.946589,2022-02-11,66.37,171.64,18.75,11.92,1.66,26.84,15.63,65.86,1.79,185.33,0.954,1.717,3.791,0,0,None,0,0,vehicular
Kanpur,26.435423,80.337311,2022-02-11,117.05,148.0,1.0,13.48,1.0,36.68,23.23,79.98,3.93,129.36,1.553,1.789,1.529,0,0,None,0,0,vehicular
Delhi,28.597441,77.21442,2022-02-12,78.93,152.23,49.94,30.66,1.319,42.0,28.16,79.42,3.5,264.21,1.678,1.239,3.349,0,0,None,0,0,vehicular
Mumbai,19.058364,72.896701,2022-02-12,111.26,108.02,31.29,6.29,1.0,29.23,21.44,41.38,3.72,148.07,0.496,2.626,2.194,0,0,None,0,0,vehicular
Chennai,13.094177,80.251344,2022-02-12,77.62,171.34,35.33,3.48,1.0,48.6,27.14,74.58,3.44,98.19,1.316,2.77,0.267,0,0,None,0,0,vehicular
Kolkata,22.578065,88.354094,2022-02-12,92.43,122.28,38.03,25.46,1.0,2.81,34.87,59.78,2.63,152.31,1.198,0.059,1.238,0,0,None,0,0,vehicular
Bengaluru,12.979659,77.597022,2022-02-12,79.3,142.73,36.14,23.61,1.0,38.5,25.91,62.61,5.06,32.12,2.022,3.094,7.566,0,0,None,0,0,vehicular
Hyderabad,17.396479,78.473467,2022-02-12,27.49,191.99,44.8,9.55,1.226,42.45,24.32,42.97,2.52,317.48,0.933,3.982,2.893,0,0,None,0,0,vehicular
Pune,18.521788,73.863493,2022-02-12,50.43,132.05,26.08,21.87,1.165,38.64,29.21,47.56,2.53,274.91,1.058,0.369,2.082,0,0,None,0,0,waste
Guwahati,26.125286,91.742818,2022-02-12,116.14,128.41,31.21,11.12,1.0,30.97,24.02,100.0,1.25,241.92,0.897,0.394,1.33,0,0,None,0,0,vehicular
Lucknow,26.847381,80.930765,2022-02-12,73.96,89.74,25.96,15.2,1.795,22.73,35.77,68.06,3.78,349.97,2.195,2.319,0.018,0,0,None,0,0,agricultural
Kanpur,26.464298,80.335544,2022-02-12,52.16,89.2,16.79,16.64,1.0,29.33,28.5,87.51,1.29,230.31,0.725,2.755,3.303,0,0,None,0,0,industrial
Delhi,28.601419,77.215976,2022-02-13,54.0,83.67,28.07,13.9,1.699,6.43,19.91,97.02,0.1,294.41,0.783,1.543,2.617,0,0,None,0,0,vehicular
Mumbai,19.071091,72.882154,2022-02-13,53.33,162.78,7.53,14.16,1.0,38.41,28.15,41.42,3.29,125.03,1.008,0.8,2.245,0,0,None,0,0,waste
Chennai,13.090993,80.272185,2022-02-13,57.89,167.69,34.04,4.78,1.0,17.56,28.76,63.71,4.02,98.77,0.445,0.394,2.132,0,0,None,0,0,agricultural
Kolkata,22.587361,88.379318,2022-02-13,29.95,70.57,52.26,15.74,1.0,45.99,23.19,60.6,6.08,116.43,0.494,1.058,1.732,0,0,None,0,0,industrial
Bengaluru,12.977299,77.573631,2022-02-13,1.0,200.61,46.61,42.89,1.0,21.5,34.84,62.6,3.02,130.62,0.708,0.503,1.663,0,0,None,0,0,waste
Hyderabad,17.375686,78.483785,2022-02-13,31.85,197.27,33.42,33.0,1.232,46.58,24.68,43.72,4.13,135.52,0.067,0.454,1.596,0,0,None,0,0,waste
Pune,18.504602,73.868853,2022-02-13,66.29,84.23,55.2,32.67,1.0,19.02,19.58,77.44,3.18,134.7,0.195,2.118,6.192,0,0,None,0,0,vehicular
Guwahati,26.159544,91.739374,2022-02-13,39.13,174.2,6.83,35.4,1.491,40.48,24.77,23.79,2.13,328.15,1.453,6.745,3.081,0,0,None,0,0,industrial
Lucknow,26.843562,80.956498,2022-02-13,50.08,56.95,60.31,1.0,1.0,42.18,22.79,80.61,2.76,271.29,0.132,2.817,1.688,0,0,None,0,0,vehicular
Kanpur,26.461108,80.338573,2022-02-13,26.56,79.17,46.08,12.07,1.0,33.3,32.55,65.95,5.24,260.45,0.147,2.001,2.931,0,0,None,0,0,vehicular
Delhi,28.617413,77.241481,2022-02-14,49.45,123.65,80.18,3.25,1.0,44.33,40.69,51.11,3.25,119.06,2.406,1.629,0.023,0,0,None,0,0,vehicular
Mumbai,19.070042,72.877198,2022-02-14,91.8,78.8,24.08,25.17,2.002,42.85,31.44,63.41,4.97,262.45,0.162,0.243,8.382,0,0,None,0,0,vehicular
Chennai,13.099862,80.255637,2022-02-14,69.02,110.71,21.55,21.78,1.0,40.3,29.59,69.17,1.17,83.09,0.415,5.82,5.931,0,0,None,0,0,industrial
Kolkata,22.58704,88.354406,2022-02-14,40.01,111.65,41.81,20.84,1.0,27.34,29.39,61.15,1.28,222.1,0.58,0.472,3.667,0,0,None,0,0,vehicular
Bengaluru,12.98671,77.576065,2022-02-14,61.71,26.97,35.92,33.02,1.612,25.19,27.11,54.52,4.16,206.76,0.4,0.051,10.013,0,0,None,0,0,waste
Hyderabad,17.374947,78.497978,2022-02-14,68.07,156.27,37.02,23.5,1.177,30.35,25.18,57.98,2.57,262.9,0.204,1.363,5.154,0,0,None,0,0,vehicular
Pune,18.531375,73.834179,2022-02-14,68.62,97.53,41.2,27.41,1.192,1.0,27.17,49.39,3.1,184.83,0.557,1.61,14.348,0,0,None,0,0,agricultural
Guwahati,26.135516,91.744741,2022-02-14,64.97,133.4,14.32,29.72,1.0,30.05,35.91,20.57,1.44,217.85,0.18,0.526,0.998,0,0,None,0,0,industrial
Lucknow,26.839846,80.933007,2022-02-14,50.14,99.18,42.65,36.95,1.0,33.83,22.05,69.35,0.1,39.62,0.14,2.501,0.902,0,0,None,0,0,fire_crackers
Kanpur,26.451785,80.314694,2022-02-14,72.4,101.69,17.2,15.16,1.0,19.09,19.63,67.65,2.85,76.05,0.083,0.841,1.852,0,0,None,0,0,fire_crackers
Delhi,28.621163,77.248824,2022-02-15,114.32,170.97,57.57,18.54,1.289,35.97,25.03,43.78,4.62,269.25,0.958,1.757,0.318,0,0,None,0,0,agricultural
